Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.74327681360584E+00001, 0.84895448452920E-00002, 0.84972478485120E-00002, 0.10373778573375E+00000, 0.10363714853589E+00000, 0.67678098984095E+00001, 0.84895279109456E-00002, 0.84895448452920E-00002, 0.84895317096696E-00002, 0.77161388423596E-00005, 0.44615839476968E+00002, 0.10001206494468E+00001, 0.26298008255855E+00000, -.10672040742588E+00002, 0.84895109766000E-00002, 0.26271244428667E-00007
0.74617819968690E+00001, 0.85866025123627E-00002, 0.85909871050329E-00002, 0.10348987034754E+00000, 0.10338922296618E+00000, 0.68452108431408E+00001, 0.85865863362431E-00002, 0.85866025123627E-00002, 0.85865899994304E-00002, 0.43971056024558E-00005, 0.47136254095967E+00002, 0.10001220370301E+00001, 0.26266565610745E+00000, -.10672044217146E+00002, 0.85865701601232E-00002, 0.25025864441127E-00007
0.74908361485882E+00001, 0.86820731247649E-00002, 0.86874723991575E-00002, 0.10323893632427E+00000, 0.10313819581353E+00000, 0.69213749253314E+00001, 0.86820571197835E-00002, 0.86820731247649E-00002, 0.86820609182031E-00002, 0.54114809543325E-00005, 0.49097819782895E+00002, 0.10001234400028E+00001, 0.26234701742065E+00000, -.10672047735658E+00002, 0.86820411148020E-00002, 0.24413123402413E-00007
0.75000000000000E+00001, 0.87117157448264E-00002, 0.87183812252623E-00002, 0.10315922131996E+00000, 0.10305843412566E+00000, 0.69450257943144E+00001, 0.87116997119828E-00002, 0.87117157448264E-00002, 0.87117035687044E-00002, 0.66776565578787E-00005, 0.49851192689532E+00002, 0.10001238853633E+00001, 0.26224571343171E+00000, -.10672048853415E+00002, 0.87116836791387E-00002, 0.24352243743699E-00007
0.75198190758188E+00001, 0.87748380573301E-00002, 0.87844962679318E-00002, 0.10298586710262E+00000, 0.10288496513404E+00000, 0.69953909859446E+00001, 0.87748220045899E-00002, 0.87748380573301E-00002, 0.87748259450439E-00002, 0.96703228878930E-00005, 0.50921698529533E+00002, 0.10001248536531E+00001, 0.26202527499285E+00000, -.10672051283725E+00002, 0.87748059518496E-00002, 0.24224572592496E-00007
0.75489343492184E+00001, 0.88653048412947E-00002, 0.88766865329123E-00002, 0.10272885635790E+00000, 0.10262781115905E+00000, 0.70675797688828E+00001, 0.88652888035984E-00002, 0.88653048412947E-00002, 0.88652927586260E-00002, 0.11393774286369E-00004, 0.51490055326461E+00002, 0.10001262899593E+00001, 0.26169811661264E+00000, -.10672054885300E+00002, 0.88652727659022E-00002, 0.24165338787908E-00007
0.75780799639028E+00001, 0.89533841540284E-00002, 0.89619821150038E-00002, 0.10246888581001E+00000, 0.10236780559766E+00000, 0.71378747560701E+00001, 0.89533674419297E-00002, 0.89533841540284E-00002, 0.89533715241923E-00002, 0.86105908114914E-00005, 0.53517995533233E+00002, 0.10001277450891E+00001, 0.26136677397865E+00000, -.10672058527003E+00002, 0.89533507298303E-00002, 0.25259672715549E-00007
0.76072562131143E+00001, 0.90392160375929E-00002, 0.90423645606362E-00002, 0.10220612207022E+00000, 0.10210511265248E+00000, 0.72063872188831E+00001, 0.90391982687934E-00002, 0.90392160375929E-00002, 0.90392023869562E-00002, 0.31621736799508E-00005, 0.55053458023797E+00002, 0.10001292175833E+00001, 0.26103144391717E+00000, -.10672062208043E+00002, 0.90391804999935E-00002, 0.27301273265003E-00007
0.76364634734824E+00001, 0.91237046448778E-00002, 0.91216820715588E-00002, 0.10194075904072E+00000, 0.10183982014429E+00000, 0.72738245386530E+00001, 0.91236865582532E-00002, 0.91237046448778E-00002, 0.91236905861066E-00002, -.20085145478185E-00005, 0.55502634588455E+00002, 0.10001307045443E+00001, 0.26069235897346E+00000, -.10672065927753E+00002, 0.91236684716286E-00002, 0.28117542205612E-00007
0.76656940271619E+00001, 0.92079447392865E-00002, 0.92063533230214E-00002, 0.10167292140803E+00000, 0.10157193637250E+00000, 0.73410381697236E+00001, 0.92079262480567E-00002, 0.92079447392865E-00002, 0.92079303621303E-00002, -.15770391088828E-00005, 0.54130374452801E+00002, 0.10001322039352E+00001, 0.26034966411607E+00000, -.10672069684848E+00002, 0.92079077568266E-00002, 0.28754312347168E-00007
0.76949090184112E+00001, 0.92923284955574E-00002, 0.92975325384476E-00002, 0.10140277864418E+00000, 0.10130161498683E+00000, 0.74083330912686E+00001, 0.92923093493382E-00002, 0.92923284955574E-00002, 0.92923133932588E-00002, 0.52191451888100E-00005, 0.52332662343134E+00002, 0.10001337147010E+00001, 0.26000356233993E+00000, -.10672073474398E+00002, 0.92922902031191E-00002, 0.30204597132152E-00007
0.77240795375366E+00001, 0.93778845401152E-00002, 0.93882892034823E-00002, 0.10113040377912E+00000, 0.10102902818494E+00000, 0.74765410411033E+00001, 0.93778651157542E-00002, 0.93778845401152E-00002, 0.93778689945219E-00002, 0.10420208960400E-00004, 0.53086789303630E+00002, 0.10001352379534E+00001, 0.25965413377430E+00000, -.10672077292873E+00002, 0.93778456913934E-00002, 0.31091186609616E-00007
0.77532282757587E+00001, 0.94661333581963E-00002, 0.94752347561324E-00002, 0.10085556636938E+00000, 0.10075405836624E+00000, 0.75468901418139E+00001, 0.94661140011472E-00002, 0.94661333581963E-00002, 0.94661179597663E-00002, 0.91167963661368E-00005, 0.52916942966505E+00002, 0.10001367769560E+00001, 0.25930106873334E+00000, -.10672081143883E+00002, 0.94660946440971E-00002, 0.30796860039516E-00007
0.77823599794608E+00001, 0.95578295257917E-00002, 0.95621369090870E-00002, 0.10057827449371E+00000, 0.10047673225817E+00000, 0.76199896425473E+00001, 0.95578101731117E-00002, 0.95578295257917E-00002, 0.95578142566829E-00002, 0.43226524040972E-00005, 0.53708243887609E+00002, 0.10001383318765E+00001, 0.25894436274190E+00000, -.10672085029244E+00002, 0.95577908204306E-00002, 0.30538217408077E-00007
0.78114608355589E+00001, 0.96532569082889E-00002, 0.96528491921101E-00002, 0.10029867780565E+00000, 0.10019712075401E+00000, 0.76960638832420E+00001, 0.96532371256707E-00002, 0.96532569082889E-00002, 0.96532412849812E-00002, -.39209287110299E-00006, 0.55357445904314E+00002, 0.10001399003607E+00001, 0.25858419364642E+00000, -.10672088948576E+00002, 0.96532173430518E-00002, 0.31246615773867E-00007
0.78405334040899E+00001, 0.97527690450885E-00002, 0.97498480024201E-00002, 0.10001669452245E+00000, 0.99915056146018E-00001, 0.77753879900956E+00001, 0.97527486517844E-00002, 0.97527690450885E-00002, 0.97527528986270E-00002, -.29048962069127E-00005, 0.56327965891661E+00002, 0.10001414814556E+00001, 0.25822044138352E+00000, -.10672092903761E+00002, 0.97527282584798E-00002, 0.32292922335846E-00007
0.78696153603415E+00001, 0.98563645225710E-00002, 0.98551283347233E-00002, 0.99731758056419E-00001, 0.99629958674073E-00001, 0.78579504920669E+00001, 0.98563426136869E-00002, 0.98563645225710E-00002, 0.98563472851951E-00002, -.12189504718736E-00005, 0.56487794818837E+00002, 0.10001430778638E+00001, 0.25785235834539E+00000, -.10672096901574E+00002, 0.98563207048026E-00002, 0.34474751468595E-00007
0.78987055582924E+00001, 0.99632886312487E-00002, 0.99658595269383E-00002, 0.99443596285393E-00001, 0.99341621581038E-00001, 0.79431429523941E+00001, 0.99632652795365E-00002, 0.99632886312487E-00002, 0.99632703029990E-00002, 0.25892239393483E-00005, 0.57867048622164E+00002, 0.10001446915658E+00001, 0.25747957366931E+00000, -.10672100943425E+00002, 0.99632419278243E-00002, 0.36656499317970E-00007
0.79277890546931E+00001, 0.10072323772977E-00001, 0.10075839671722E-00001, 0.99152200209414E-00001, 0.99050124753764E-00001, 0.80299932751534E+00001, 0.10072298944435E-00001, 0.10072323772977E-00001, 0.10072304344867E-00001, 0.35353268554582E-00005, 0.59317694158084E+00002, 0.10001463239953E+00001, 0.25710205523542E+00000, -.10672105028389E+00002, 0.10072274115894E-00001, 0.38856218978938E-00007
0.79568715695110E+00001, 0.10182766800558E-00001, 0.10184018708037E-00001, 0.98857522685936E-00001, 0.98755466725004E-00001, 0.81179488024331E+00001, 0.10182740936533E-00001, 0.10182766800558E-00001, 0.10182746656289E-00001, 0.12720517483793E-00005, 0.59875093372780E+00002, 0.10001479765276E+00001, 0.25671972094866E+00000, -.10672109157908E+00002, 0.10182715072509E-00001, 0.40288537723937E-00007
0.79859620943659E+00001, 0.10293610503383E-00001, 0.10290918015231E-00001, 0.98559536487936E-00001, 0.98457598033425E-00001, 0.82062203924315E+00001, 0.10293584077094E-00001, 0.10293610503383E-00001, 0.10293590027838E-00001, -.26720126075432E-00005, 0.59435643059092E+00002, 0.10001496487921E+00001, 0.25633251385383E+00000, -.10672113333587E+00002, 0.10293557650806E-00001, 0.40951091574178E-00007
0.80000000000000E+00001, 0.10346947294356E-00001, 0.10341565241255E-00001, 0.98414617942869E-00001, 0.98312754830810E-00001, 0.82486969921518E+00001, 0.10346920458421E-00001, 0.10346947294356E-00001, 0.10346926548789E-00001, -.53613075337048E-00005, 0.58910634097263E+00002, 0.10001504620527E+00001, 0.25614399328355E+00000, -.10672115364707E+00002, 0.10346893622487E-00001, 0.41491133768341E-00007
0.80148994897261E+00001, 0.10403162526620E-00001, 0.10394595466014E-00001, 0.98260027329993E-00001, 0.98158249384539E-00001, 0.82934669999820E+00001, 0.10403135083397E-00001, 0.10403162526620E-00001, 0.10403141358717E-00001, -.85458927031951E-00005, 0.58454677419996E+00002, 0.10001513293697E+00001, 0.25594273751498E+00000, -.10672117531904E+00002, 0.10403107640174E-00001, 0.42335805645543E-00007
0.80439585643201E+00001, 0.10511324299097E-00001, 0.10498327533049E-00001, 0.97956239890086E-00001, 0.97854634735835E-00001, 0.83796048668704E+00001, 0.10511293864828E-00001, 0.10511324299097E-00001, 0.10511300900462E-00001, -.12973367412392E-00004, 0.59879803370664E+00002, 0.10001530326724E+00001, 0.25554678617960E+00000, -.10672121792201E+00002, 0.10511263430558E-00001, 0.46797270825722E-00007
0.80729871227066E+00001, 0.10616243975009E-00001, 0.10604166405085E-00001, 0.97649704795378E-00001, 0.97548289653290E-00001, 0.84631541558371E+00001, 0.10616210444260E-00001, 0.10616243975009E-00001, 0.10616218234925E-00001, -.12051829839993E-00004, 0.57247638322583E+00002, 0.10001547498456E+00001, 0.25514663077713E+00000, -.10672126091392E+00002, 0.10616176913511E-00001, 0.51480169043793E-00007
0.81020097187352E+00001, 0.10718060352610E-00001, 0.10709125267233E-00001, 0.97340109451256E-00001, 0.97238930647650E-00001, 0.85442265294714E+00001, 0.10718025015454E-00001, 0.10718060352610E-00001, 0.10718033359690E-00001, -.89080924570568E-00005, 0.57695120333497E+00002, 0.10001564836938E+00001, 0.25474184246181E+00000, -.10672130431688E+00002, 0.10717989678298E-00001, 0.53985840008398E-00007
0.81310242418133E+00001, 0.10816229772154E-00001, 0.10808137282100E-00001, 0.97027549617090E-00001, 0.96926691346368E-00001, 0.86224071402428E+00001, 0.10816194699443E-00001, 0.10816229772154E-00001, 0.10816202796222E-00001, -.80655141222778E-00005, 0.57396943420568E+00002, 0.10001582354259E+00001, 0.25433252461701E+00000, -.10672134811344E+00002, 0.10816159626731E-00001, 0.53951863119775E-00007
0.81600161459932E+00001, 0.10910809017991E-00001, 0.10901948064341E-00001, 0.96712331991068E-00001, 0.96611905516928E-00001, 0.86977536864180E+00001, 0.10910774193904E-00001, 0.10910809017991E-00001, 0.10910782232481E-00001, -.88341681392291E-00005, 0.56730510615504E+00002, 0.10001600036756E+00001, 0.25391905795754E+00000, -.10672139226612E+00002, 0.10910739369817E-00001, 0.53571019256033E-00007
0.81889914631494E+00001, 0.11001595925774E-00001, 0.10991922825334E-00001, 0.96394528431357E-00001, 0.96294630080721E-00001, 0.87700962671404E+00001, 0.11001558504872E-00001, 0.11001595925774E-00001, 0.11001566853621E-00001, -.96440282861741E-00005, 0.55784487866221E+00002, 0.10001617865220E+00001, 0.25350151667049E+00000, -.10672143676964E+00002, 0.11001521083972E-00001, 0.58144306030285E-00007
0.82179719944350E+00001, 0.11087952737901E-00001, 0.11077668846256E-00001, 0.96074078791140E-00001, 0.95974741012044E-00001, 0.88389118396910E+00001, 0.11087913493835E-00001, 0.11087952737901E-00001, 0.11087921654412E-00001, -.10252808156929E-00004, 0.56718984664581E+00002, 0.10001635827307E+00001, 0.25307980136858E+00000, -.10672148164141E+00002, 0.11087874249769E-00001, 0.62166977640392E-00007
0.82469502800260E+00001, 0.11170559623168E-00001, 0.11161407725968E-00001, 0.95751226783644E-00001, 0.95652417130579E-00001, 0.89047147616016E+00001, 0.11170512146543E-00001, 0.11170559623168E-00001, 0.11170522456348E-00001, -.91147303803825E-00005, 0.57245472738387E+00002, 0.10001653904717E+00001, 0.25265421268820E+00000, -.10672152685264E+00002, 0.11170464669919E-00001, 0.74333639956722E-00007
0.82759363225389E+00001, 0.11247599593377E-00001, 0.11239526218305E-00001, 0.95425941181344E-00001, 0.95327628947698E-00001, 0.89660877334816E+00001, 0.11247545698142E-00001, 0.11247599593377E-00001, 0.11247555761548E-00001, -.80295432435562E-00005, 0.57417867508390E+00002, 0.10001672106776E+00001, 0.25222468975280E+00000, -.10672157240271E+00002, 0.11247491802906E-00001, 0.87663657639346E-00007
0.83049398004592E+00001, 0.11323205390139E-00001, 0.11312702872222E-00001, 0.95098242494614E-00001, 0.95000474896243E-00001, 0.90263636051270E+00001, 0.11323161984558E-00001, 0.11323205390139E-00001, 0.11323169520001E-00001, -.10466647778852E-00004, 0.58266162690959E+00002, 0.10001690450156E+00001, 0.25179123958101E+00000, -.10672161828569E+00002, 0.11323118578975E-00001, 0.71740275521413E-00007
0.83339888700339E+00001, 0.11396357581209E-00001, 0.11383356238198E-00001, 0.94767816316073E-00001, 0.94670726154462E-00001, 0.90846847078153E+00001, 0.11396305644967E-00001, 0.11396357581209E-00001, 0.11396317226383E-00001, -.12960988184994E-00004, 0.58174444286987E+00002, 0.10001708963518E+00001, 0.25135342490349E+00000, -.10672166454291E+00002, 0.11396253708724E-00001, 0.80709653413364E-00007
0.83630710751263E+00001, 0.11470125286135E-00001, 0.11457798509013E-00001, 0.94434779046907E-00001, 0.94338497716318E-00001, 0.91435234707773E+00001, 0.11470070147557E-00001, 0.11470125286135E-00001, 0.11470082163103E-00001, -.12283654089882E-00004, 0.57291509317987E+00002, 0.10001727630523E+00001, 0.25091137751127E+00000, -.10672171115057E+00002, 0.11470015008981E-00001, 0.86246063395239E-00007
0.83921673048766E+00001, 0.11547515232396E-00001, 0.11536788209314E-00001, 0.94099310860565E-00001, 0.94003875579348E-00001, 0.92052505504548E+00001, 0.11547461165373E-00001, 0.11547515232396E-00001, 0.11547472465856E-00001, -.10684256541166E-00004, 0.60188395591183E+00002, 0.10001746423281E+00001, 0.25046531477840E+00000, -.10672175808661E+00002, 0.11547407098351E-00001, 0.85533079466347E-00007
0.84212097967960E+00001, 0.11628868267401E-00001, 0.11618535215438E-00001, 0.93762192969610E-00001, 0.93667550203612E-00001, 0.92701239658776E+00001, 0.11628820821529E-00001, 0.11628868267401E-00001, 0.11628831060376E-00001, -.10295844937580E-00004, 0.55633231755142E+00002, 0.10001765289602E+00001, 0.25001625676425E+00000, -.10672180525572E+00002, 0.11628773375658E-00001, 0.74414049558881E-00007
0.84502461382369E+00001, 0.11717092695516E-00001, 0.11706330912089E-00001, 0.93422730113983E-00001, 0.93328842828030E-00001, 0.93404397396816E+00001, 0.11717043296694E-00001, 0.11717092695516E-00001, 0.11717054192458E-00001, -.10723280368947E-00004, 0.51891323787165E+00002, 0.10001784271237E+00001, 0.24956325866599E+00000, -.10672185275725E+00002, 0.11716993897871E-00001, 0.77006115590074E-00007
0.84792862420329E+00001, 0.11815404771090E-00001, 0.11801919000465E-00001, 0.93080508312723E-00001, 0.92987437522604E-00001, 0.94188068113145E+00001, 0.11815361756279E-00001, 0.11815404771090E-00001, 0.11815370802661E-00001, -.13451802195633E-00004, 0.50971678678440E+00002, 0.10001803404824E+00001, 0.24910574503307E+00000, -.10672190064158E+00002, 0.11815318741468E-00001, 0.67936858356998E-00007
0.85000000000000E+00001, 0.11890032956010E-00001, 0.11873774831038E-00001, 0.92834596320039E-00001, 0.92742183655619E-00001, 0.94783056763479E+00001, 0.11889993035557E-00001, 0.11890032956010E-00001, 0.11890001240005E-00001, -.16226408966581E-00004, 0.52013717492409E+00002, 0.10001817161992E+00001, 0.24877646769746E+00000, -.10672193504755E+00002, 0.11889953115105E-00001, 0.63432010507787E-00007
0.85081783596693E+00001, 0.11920442048728E-00001, 0.11903353352253E-00001, 0.92737069018049E-00001, 0.92644932110661E-00001, 0.95025526768284E+00001, 0.11920402208540E-00001, 0.11920442048728E-00001, 0.11920410203623E-00001, -.17056851369734E-00004, 0.52530466630843E+00002, 0.10001822620681E+00001, 0.24864575741142E+00000, -.10672194869248E+00002, 0.11920362368351E-00001, 0.63690212299837E-00007
0.85372793039833E+00001, 0.12032842542722E-00001, 0.12015455061804E-00001, 0.92387958071781E-00001, 0.92296835218335E-00001, 0.95921919533916E+00001, 0.12032799525385E-00001, 0.12032842542722E-00001, 0.12032807672304E-00001, -.17352610500043E-00004, 0.54606972651725E+00002, 0.10001842169313E+00001, 0.24817729962238E+00000, -.10672199753496E+00002, 0.12032756508047E-00001, 0.69740836325482E-00007
0.85664016370053E+00001, 0.12148669578892E-00001, 0.12133680098633E-00001, 0.92035239062478E-00001, 0.91945101121473E-00001, 0.96845766666527E+00001, 0.12148623223902E-00001, 0.12148669578892E-00001, 0.12148632180451E-00001, -.14952081817742E-00004, 0.54599152110011E+00002, 0.10001861919961E+00001, 0.24770310058950E+00000, -.10672204688045E+00002, 0.12148576868911E-00001, 0.74796881995682E-00007
0.85955053754506E+00001, 0.12263457082641E-00001, 0.12250379551516E-00001, 0.91679378530519E-00001, 0.91590152639784E-00001, 0.97761025701127E+00001, 0.12263404401129E-00001, 0.12263457082641E-00001, 0.12263414963815E-00001, -.13035412299862E-00004, 0.57273095900883E+00002, 0.10001881833155E+00001, 0.24722375631604E+00000, -.10672209666579E+00002, 0.12263351719617E-00001, 0.84237651271552E-00007
0.86245400097718E+00001, 0.12372677214500E-00001, 0.12360829785148E-00001, 0.91321063677248E-00001, 0.91232734931534E-00001, 0.98631548101229E+00001, 0.12372621271742E-00001, 0.12372677214500E-00001, 0.12372632478520E-00001, -.11802693371438E-00004, 0.57912619073537E+00002, 0.10001901867914E+00001, 0.24674016519036E+00000, -.10672214678979E+00002, 0.12372565328983E-00001, 0.89471961834302E-00007
0.86535409681669E+00001, 0.12471179918456E-00001, 0.12458837596297E-00001, 0.90960044540991E-00001, 0.90872675635454E-00001, 0.99416583160004E+00001, 0.12471122606716E-00001, 0.12471179918456E-00001, 0.12471134167995E-00001, -.12296571698197E-00004, 0.60414632732486E+00002, 0.10001922046187E+00001, 0.24625196383784E+00000, -.10672219728050E+00002, 0.12471065294975E-00001, 0.91500922769695E-00007
